"categoria","centroide_lat","centroide_lon","departamento_id","departamento_nombre","fuente","id","localidad_censal_id","localidad_censal_nombre","municipio_id","municipio_nombre","nombre","provincia_id","provincia_nombre"
"Localidad simple",-28.0073083693979,-65.726850392729,"10077","Paclín","INDEC","10077100000","10077100","San Antonio","100182","Paclín","SAN ANTONIO","10","Catamarca"
"Localidad simple",-27.87835755933,-65.7190758944755,"10077","Paclín","INDEC","10077110000","10077110","Villa de Balcozna","100182","Paclín","VILLA DE BALCOZNA","10","Catamarca"
"Sitio edificado",-28.33781745,-66.54987231,"10084","Pomán","GPS-EDUCACION","10084000001","","","100189","Pomán","BALDE DE LA PAMPA","10","Catamarca"
"Sitio edificado",-28.1835500000042,-66.14712,"10084","Pomán","GPS-EDUCACION","10084000006","","","100196","Saujil","EL POTRERO DE SAUJIL","10","Catamarca"
"Sitio edificado",-28.17872674,-66.47875932,"10084","Pomán","GPS-EDUCACION","10084000008","","","100196","Saujil","GUANACO YACO","10","Catamarca"
"Sitio edificado",-28.1846809387228,-66.6089859008789,"10084","Pomán","APROXIMADA-EDUCACION","10084000012","","","100196","Saujil","LA PERLA","10","Catamarca"
"Sitio edificado",-28.484960000004,-66.16788,"10084","Pomán","GPS-EDUCACION","10084000019","","","100189","Pomán","LOS CIENAGOS","10","Catamarca"
"Sitio edificado",-28.1874700000042,-66.39077,"10084","Pomán","GPS-EDUCACION","10084000020","","","100196","Saujil","MADERERA SAN ANTONIO","10","Catamarca"
"Sitio edificado",-27.98679357,-66.20393666,"10084","Pomán","GPS-EDUCACION","10084000022","","","100196","Saujil","PIPANACO","10","Catamarca"
"Sitio edificado",-28.0455266049,-66.1407454541,"10084","Pomán","GPS-EDUCACION","10084000024","","","100196","Saujil","SAN JOSE DE COLPES","10","Catamarca"
"Sitio edificado",-28.0825391359,-66.5616591084,"10084","Pomán","GPS-EDUCACION","10084000025","","","100196","Saujil","TUCUMANAO","10","Catamarca"
"Localidad simple",-28.3006337911705,-66.1659791753183,"10084","Pomán","INDEC","10084010000","10084010","Apoyaco","100185","Mutquín","APOYACO","10","Catamarca"
"Localidad simple",-28.3432877302321,-66.1222559102194,"10084","Pomán","INDEC","10084020000","10084020","Colana","100185","Mutquín","COLANA","10","Catamarca"
"Localidad simple",-28.0606503909839,-66.2065039006705,"10084","Pomán","INDEC","10084030000","10084030","Colpes","100196","Saujil","COLPES","10","Catamarca"
"Localidad simple",-28.3773148491306,-66.3017092655099,"10084","Pomán","INDEC","10084040000","10084040","El Pajonal","100189","Pomán","EL PAJONAL","10","Catamarca"
"Localidad simple",-28.0731019653889,-66.1435569766782,"10084","Pomán","INDEC","10084050000","10084050","Joyango","100196","Saujil","JOYANGO","10","Catamarca"
"Localidad simple",-28.3178455729042,-66.1420642866296,"10084","Pomán","INDEC","10084060000","10084060","Mutquin","100185","Mutquín","MUTQUIN","10","Catamarca"
"Localidad simple",-28.3927801149204,-66.2220823999264,"10084","Pomán","INDEC","10084070000","10084070","Pomán","100189","Pomán","POMAN","10","Catamarca"
"Localidad simple",-28.2022631098292,-66.148799132888,"10084","Pomán","INDEC","10084080000","10084080","Rincón","100196","Saujil","RINCON","10","Catamarca"
"Localidad simple",-28.1297413013666,-66.2019565174868,"10084","Pomán","INDEC","10084090000","10084090","San Miguel","100196","Saujil","SAN MIGUEL","10","Catamarca"
"Localidad simple",-28.173337080009,-66.2145148644181,"10084","Pomán","INDEC","10084100000","10084100","Saujil","100196","Saujil","SAUJIL","10","Catamarca"
"Localidad simple",-28.2623558875079,-66.2209299175292,"10084","Pomán","INDEC","10084110000","10084110","Siján","100196","Saujil","SIJAN","10","Catamarca"
"Sitio edificado",-26.7946892493,-66.4834964374,"10091","Santa María","GPS-EDUCACION","10091000001","","","100203","San José","AGUA AMARILLA","10","Catamarca"
"Sitio edificado",-26.90891041,-66.08504817,"10091","Santa María","GPS-EDUCACION","10091000004","","","100203","San José","AMPAJANGO","10","Catamarca"
"Sitio edificado",-27.0067005157495,-66.3821716308594,"10091","Santa María","APROXIMADA-EDUCACION","10091000008","","","100203","San José","CASA DEL CAMPO","10","Catamarca"
"Sitio edificado",-26.720064163208,-66.0531387329102,"10091","Santa María","IGN","10091000020","","","100210","Santa María","EL RECREO","10","Catamarca"
"Sitio edificado",-27.0902079225,-66.1560531849,"10091","Santa María","GPS-EDUCACION","10091000021","","","100203","San José","EL TESORO","10","Catamarca"
"Sitio edificado",-26.7725772857666,-66.48681640625,"10091","Santa María","IGN","10091000023","","","100203","San José","EL VOLCAN","10","Catamarca"
"Sitio edificado",-26.83492159,-66.03333224,"10091","Santa María","GPS-EDUCACION","10091000025","","","100203","San José","ENTRE RIOS","10","Catamarca"
"Sitio edificado",-26.7856048309,-66.2944210064,"10091","Santa María","GPS-EDUCACION","10091000028","","","100203","San José","FAMABALASTO","10","Catamarca"
"Sitio edificado",-26.235347161062,-66.2013813238763,"10091","Santa María","APROXIMADA-EDUCACION","10091000035","","","100210","Santa María","LA OVEJERIA","10","Catamarca"
"Sitio edificado",-26.6806850061182,-66.4449177575454,"10091","Santa María","APROXIMADA-EDUCACION","10091000036","","","100203","San José","LA QUEBRADA","10","Catamarca"
"Sitio edificado",-26.7081565856934,-66.0573883056641,"10091","Santa María","IGN","10091000037","","","100210","Santa María","LA SOLEDAD","10","Catamarca"
"Sitio edificado",-27.1353770974,-66.1462090989,"10091","Santa María","GPS-EDUCACION","10091000040","","","100203","San José","LOS CERRILLOS","10","Catamarca"
"Sitio edificado",-26.7332175467,-66.1571246141,"10091","Santa María","GPS-EDUCACION","10091000041","","","100203","San José","LOS SALTOS","10","Catamarca"
"Sitio edificado",-26.2414836883545,-66.2016525268555,"10091","Santa María","IGN","10091000042","","","100210","Santa María","OVEJERIA","10","Catamarca"
"Sitio edificado",-26.979008244,-66.1164422798,"10091","Santa María","GPS-EDUCACION","10091000043","","","100203","San José","PAJANGUILLO","10","Catamarca"
"Sitio edificado",-27.0076708026,-66.5329824653,"10091","Santa María","GPS-EDUCACION","10091000044","","","100203","San José","PALOMA YACO","10","Catamarca"
"Sitio edificado",-26.782630000005,-66.01568,"10091","Santa María","GPS-EDUCACION","10091000046","","","100203","San José","QUEBRADA DE JUJUY","10","Catamarca"
"Sitio edificado",-26.72164444,-66.05743549,"10091","Santa María","GPS-EDUCACION","10091000047","","","100210","Santa María","RECREO","10","Catamarca"
"Localidad simple",-26.8479427341705,-66.0244068592756,"10091","Santa María","INDEC","10091010000","10091010","Andalhualá","100203","San José","ANDALHUALA","10","Catamarca"
"Localidad simple",-26.6859290047178,-65.970794986953,"10091","Santa María","INDEC","10091020000","10091020","Caspichango","100210","Santa María","CASPICHANGO","10","Catamarca"
"Entidad",-26.7588342868363,-66.0493067195716,"10091","Santa María","INDEC","10091030001","10091030","Chañar Punco","100203","San José","CHAÑAR PUNCO","10","Catamarca"
"Entidad",-26.7265981975072,-66.0436979128184,"10091","Santa María","INDEC","10091030002","10091030","Chañar Punco","100210","Santa María","LAMPACITO","10","Catamarca"
"Entidad",-26.7588342868363,-66.0493067195716,"10091","Santa María","INDEC","10091030003","10091030","Chañar Punco","100203","San José","MEDANITOS","10","Catamarca"
"Localidad simple",-26.3955476915097,-66.2641930164042,"10091","Santa María","INDEC","10091040000","10091040","El Cajón","100210","Santa María","EL CAJON","10","Catamarca"
"Localidad simple",-26.9077168676094,-66.020423153794,"10091","Santa María","INDEC","10091050000","10091050","El Desmonte","100203","San José","EL DESMONTE","10","Catamarca"
"Localidad simple",-26.6307679478768,-66.0140418967533,"10091","Santa María","INDEC","10091060000","10091060","El Puesto","100210","Santa María","EL PUESTO","10","Catamarca"
"Entidad",-26.8101195558413,-66.0595221384282,"10091","Santa María","INDEC","10091070001","10091070","Famatanca","100203","San José","FAMATANCA","10","Catamarca"
"Entidad",-26.8101195558413,-66.0595221384282,"10091","Santa María","INDEC","10091070002","10091070","Famatanca","100203","San José","SAN JOSE BANDA","10","Catamarca"
"Localidad simple",-26.6304336405934,-66.0644373734469,"10091","Santa María","INDEC","10091080000","10091080","Fuerte Quemado","100210","Santa María","FUERTE QUEMADO","10","Catamarca"
"Localidad simple",-26.5189083514476,-66.3686109740362,"10091","Santa María","INDEC","10091090000","10091090","La Hoyada","100203","San José","LA HOYADA","10","Catamarca"
"Componente de localidad compuesta",-26.7574990827117,-66.0331064865258,"10091","Santa María","INDEC","10091100000","10091100","La Loma","100203","San José","LA LOMA","10","Catamarca"
"Entidad",-26.6988604981977,-66.0387334407325,"10091","Santa María","INDEC","10091110001","10091110","Las Mojarras","100210","Santa María","EL CERRITO","10","Catamarca"
"Entidad",-26.6988604981977,-66.0387334407325,"10091","Santa María","INDEC","10091110002","10091110","Las Mojarras","100210","Santa María","LAS MOJARRAS","10","Catamarca"
"Componente de localidad compuesta",-26.7361383729613,-66.0217845814201,"10091","Santa María","INDEC","10091120000","10091120","Loro Huasi","100210","Santa María","LORO HUASI","10","Catamarca"
"Localidad simple",-26.9300943985158,-66.1487294264287,"10091","Santa María","INDEC","10091130000","10091130","Punta de Balasto","100203","San José","PUNTA DE BALASTO","10","Catamarca"
"Entidad",-26.8274550484771,-66.0506274507575,"10091","Santa María","INDEC","10091140001","10091140","San José","100203","San José","CASA DE PIEDRA","10","Catamarca"
"Entidad",-26.8274550484771,-66.0506274507575,"10091","Santa María","INDEC","10091140002","10091140","San José","100203","San José","LA PUNTILLA","10","Catamarca"
"Entidad",-26.8274550484771,-66.0506274507575,"10091","Santa María","INDEC","10091140003","10091140","San José","100203","San José","PALO SECO","10","Catamarca"
"Entidad",-26.7745985033315,-66.0362576892132,"10091","Santa María","INDEC","10091140004","10091140","San José","100203","San José","SAN JOSE NORTE","10","Catamarca"
"Entidad",-26.7919331343022,-66.0378776334838,"10091","Santa María","INDEC","10091140005","10091140","San José","100203","San José","SAN JOSE VILLA","10","Catamarca"
"Localidad simple",-26.6891167120231,-66.018884441311,"10091","Santa María","INDEC","10091150000","10091150","Santa María","100210","Santa María","SANTA MARIA","10","Catamarca"
"Localidad simple",-26.8289862929732,-66.0179166770413,"10091","Santa María","INDEC","10091160000","10091160","Yapes","100203","San José","YAPES","10","Catamarca"
"Sitio edificado",-28.0450319382,-65.2784561508,"10098","Santa Rosa","GPS-EDUCACION","10098000003","","","100217","Santa Rosa","ALTA GRACIA","10","Catamarca"
"Sitio edificado",-28.1677544951,-65.3153243897,"10098","Santa Rosa","GPS-EDUCACION","10098000005","","","100217","Santa Rosa","AMPOLLA","10","Catamarca"
"Sitio edificado",-27.9495334625244,-65.2524337768555,"10098","Santa Rosa","IGN","10098000008","","","100217","Santa Rosa","CAMPO ALEGRE","10","Catamarca"
"Sitio edificado",-28.2765014728,-65.1707834593,"10098","Santa Rosa","GPS-EDUCACION","10098000012","","","100217","Santa Rosa","CORTADERAS","10","Catamarca"
"Sitio edificado",-27.8765196845,-65.3949267227,"10098","Santa Rosa","GPS-EDUCACION","10098000013","","","100213","Los Altos","CUCHINOQUE","10","Catamarca"
"Sitio edificado",-28.0713200000043,-65.26508,"10098","Santa Rosa","GPS-EDUCACION","10098000014","","","100217","Santa Rosa","DOS POCITOS","10","Catamarca"
"Sitio edificado",-28.07885343,-65.43380941,"10098","Santa Rosa","GPS-EDUCACION","10098000015","","","100213","Los Altos","EL ABRA","10","Catamarca"
"Sitio edificado",-28.1567192573,-65.2254915273,"10098","Santa Rosa","GPS-EDUCACION","10098000021","","","100217","Santa Rosa","EL QUEBRACHITO","10","Catamarca"
"Sitio edificado",-27.90754619,-65.3770822,"10098","Santa Rosa","GPS-EDUCACION","10098000028","","","100213","Los Altos","LA BAJADA","10","Catamarca"
"Sitio edificado",-28.3096843393,-65.1680089784,"10098","Santa Rosa","GPS-EDUCACION","10098000035","","","100217","Santa Rosa","LAS HIGUERITAS","10","Catamarca"
"Sitio edificado",-28.1520364689,-65.3757234057,"10098","Santa Rosa","GPS-EDUCACION","10098000038","","","100217","Santa Rosa","LAS TUNAS","10","Catamarca"
"Sitio edificado",-27.8654800000044,-65.33882,"10098","Santa Rosa","GPS-EDUCACION","10098000041","","","100213","Los Altos","LOS MOLLES","10","Catamarca"
"Sitio edificado",-27.9642520237,-65.4794161627,"10098","Santa Rosa","GPS-EDUCACION","10098000043","","","100213","Los Altos","LOS TRONCOS","10","Catamarca"
"Sitio edificado",-28.0006287965,-65.4447980443,"10098","Santa Rosa","GPS-EDUCACION","10098000048","","","100213","Los Altos","MONTE REDONDO","10","Catamarca"
"Sitio edificado",-28.0235900000043,-65.23971,"10098","Santa Rosa","GPS-EDUCACION","10098000054","","","100217","Santa Rosa","POZO DEL BAJO","10","Catamarca"
"Sitio edificado",-28.0313180795,-65.316386259,"10098","Santa Rosa","GPS-EDUCACION","10098000055","","","100217","Santa Rosa","POZO DEL CAMPO","10","Catamarca"
"Sitio edificado",-27.98468074,-65.42005177,"10098","Santa Rosa","GPS-EDUCACION","10098000057","","","100213","Los Altos","PUERTA GRANDE","10","Catamarca"
"Sitio edificado",-28.1043254098,-65.2373676254,"10098","Santa Rosa","GPS-EDUCACION","10098000058","","","100217","Santa Rosa","PUESTO DEL MEDIO","10","Catamarca"
"Sitio edificado",-28.17860221863,-65.2691345214844,"10098","Santa Rosa","APROXIMADA-EDUCACION","10098000061","","","100217","Santa Rosa","SALAUCA","10","Catamarca"
"Localidad simple",-28.1771812692249,-65.4915924205872,"10098","Santa Rosa","INDEC","10098010000","10098010","Alijilán","100213","Los Altos","ALIJILAN","10","Catamarca"
"Localidad simple",-28.1034003361447,-65.3076846046355,"10098","Santa Rosa","INDEC","10098020000","10098020","Bañado de Ovanta","100217","Santa Rosa","BAÑADO DE OVANTA","10","Catamarca"
"Localidad simple",-28.2098696025062,-65.2230167049514,"10098","Santa Rosa","INDEC","10098030000","10098030","Las Cañas","100217","Santa Rosa","LAS CAÑAS","10","Catamarca"
"Componente de localidad compuesta",-28.1946338127178,-65.1137806266473,"10098","Santa Rosa","INDEC","10098040000","10098040","Lavalle","100217","Santa Rosa","LAVALLE","10","Catamarca"
"Localidad simple",-28.0488590493489,-65.4973640431533,"10098","Santa Rosa","INDEC","10098050000","10098050","Los Altos","100213","Los Altos","LOS ALTOS","10","Catamarca"
"Localidad simple",-28.1469656455994,-65.5073235747446,"10098","Santa Rosa","INDEC","10098060000","10098060","Manantiales","100213","Los Altos","MANANTIALES","10","Catamarca"
"Componente de localidad compuesta",-27.9608485883022,-65.1680076958397,"10098","Santa Rosa","INDEC","10098070000","10098070","San Pedro","100217","Santa Rosa","SAN PEDRO","10","Catamarca"
"Sitio edificado",-27.0921084661774,-67.8189615185549,"10105","Tinogasta","APROXIMADA-EDUCACION","10105000004","","","100224","Fiambalá","AGUA NEGRA","10","Catamarca"
"Sitio edificado",-28.0006400000043,-67.5483000000003,"10105","Tinogasta","GPS-EDUCACION","10105000011","","","100231","Tinogasta","CACHIYUYO","10","Catamarca"
"Sitio edificado",-27.2292556762695,-67.6428146362305,"10105","Tinogasta","IGN","10105000014","","","100224","Fiambalá","CASA DE ALTO","10","Catamarca"
"Sitio edificado",-27.1148913657,-67.7037229236,"10105","Tinogasta","GPS-EDUCACION","10105000021","","","100224","Fiambalá","CHUQUISACA","10","Catamarca"
"Sitio edificado",-27.2237930297852,-67.3751068115234,"10105","Tinogasta","IGN","10105000022","","","100224","Fiambalá","CIENAGA GRANDE","10","Catamarca"
"Sitio edificado",-27.3610134124779,-67.3283767700196,"10105","Tinogasta","APROXIMADA-EDUCACION","10105000024","","","100224","Fiambalá","CORRAL DE PIEDRA","10","Catamarca"
"Sitio edificado",-27.7487787358,-67.3651015759,"10105","Tinogasta","GPS-EDUCACION","10105000031","","","100231","Tinogasta","EL DURAZNO","10","Catamarca"
"Sitio edificado",-27.7288188934326,-67.6431503295898,"10105","Tinogasta","IGN","10105000036","","","100224","Fiambalá","EL RETIRO","10","Catamarca"
"Sitio edificado",-27.775724411013,-67.3901672363282,"10105","Tinogasta","APROXIMADA-EDUCACION","10105000047","","","100231","Tinogasta","LA AGUADITA","10","Catamarca"
"Sitio edificado",-27.52174647,-67.58184041,"10105","Tinogasta","GPS-EDUCACION","10105000048","","","100224","Fiambalá","LA BANDA","10","Catamarca"
"Sitio edificado",-27.1130542755127,-67.7099685668945,"10105","Tinogasta","IGN","10105000052","","","100224","Fiambalá","LA CHILCA","10","Catamarca"
"Sitio edificado",-27.1310600000048,-67.6683700000005,"10105","Tinogasta","GPS-EDUCACION","10105000053","","","100224","Fiambalá","LA CIENAGA","10","Catamarca"
"Sitio edificado",-28.2820300000041,-67.2654800000001,"10105","Tinogasta","GPS-EDUCACION","10105000060","","","100231","Tinogasta","LA ISLA","10","Catamarca"
"Sitio edificado",-27.3627000000047,-67.5054900000003,"10105","Tinogasta","GPS-EDUCACION","10105000064","","","100224","Fiambalá","LA PUERTA DE TATON","10","Catamarca"
"Sitio edificado",-27.49777791,-67.5875769,"10105","Tinogasta","GPS-EDUCACION","10105000065","","","100224","Fiambalá","LA SOLEDAD","10","Catamarca"
"Sitio edificado",-28.2554187774658,-67.0420608520508,"10105","Tinogasta","IGN","10105000066","","","100231","Tinogasta","LAS CHACRAS","10","Catamarca"
"Sitio edificado",-28.1136016845703,-67.6914215087891,"10105","Tinogasta","IGN","10105000067","","","100231","Tinogasta","LAS HIGUERITAS","10","Catamarca"
"Sitio edificado",-26.9872951344,-67.7828411136,"10105","Tinogasta","GPS-EDUCACION","10105000071","","","100224","Fiambalá","LAS PAPAS","10","Catamarca"
"Sitio edificado",-28.0843700000043,-67.5756100000004,"10105","Tinogasta","GPS-EDUCACION","10105000080","","","100231","Tinogasta","LOS PALACIOS","10","Catamarca"
"Sitio edificado",-28.0608633029937,-67.5800326027726,"10105","Tinogasta","APROXIMADA-EDUCACION","10105000085","","","100231","Tinogasta","LOS ROBLEDOS","10","Catamarca"
"Sitio edificado",-28.2834186553955,-67.3753051757812,"10105","Tinogasta","IGN","10105000109","","","100231","Tinogasta","RIO COLORADO","10","Catamarca"
"Sitio edificado",-27.22713129,-67.37874723,"10105","Tinogasta","GPS-EDUCACION","10105000111","","","100224","Fiambalá","RIO GRANDE","10","Catamarca"
"Sitio edificado",-28.0102310180664,-67.5767440795898,"10105","Tinogasta","IGN","10105000114","","","100231","Tinogasta","SAN MIGUEL","10","Catamarca"
"Sitio edificado",-28.2830867767334,-67.1999053955078,"10105","Tinogasta","IGN","10105000116","","","100231","Tinogasta","SANTA CRUZ","10","Catamarca"
"Sitio edificado",-28.0352475589938,-67.5876073715941,"10105","Tinogasta","APROXIMADA-EDUCACION","10105000117","","","100231","Tinogasta","SANTA ROSA","10","Catamarca"
"Sitio edificado",-28.2349938888,-67.700177353,"10105","Tinogasta","GPS-EDUCACION","10105000130","","","100231","Tinogasta","VILLA LUJAN","10","Catamarca"
"Sitio edificado",-28.02011356,-67.60505912,"10105","Tinogasta","GPS-EDUCACION","10105000131","","","100231","Tinogasta","VILLA SAN ROQUE","10","Catamarca"
"Sitio edificado",-28.1150913238525,-67.2102355957031,"10105","Tinogasta","IGN","10105000132","","","100231","Tinogasta","VINQUIS","10","Catamarca"
"Localidad simple",-27.9001528461069,-67.6142838741591,"10105","Tinogasta","INDEC","10105010000","10105010","Anillaco","100231","Tinogasta","ANILLACO","10","Catamarca"
"Localidad simple",-27.231445564254,-67.6080549409746,"10105","Tinogasta","INDEC","10105020000","10105020","Antinaco","100224","Fiambalá","ANTINACO","10","Catamarca"
"Localidad simple",-28.0687850626962,-67.50770242056,"10105","Tinogasta","INDEC","10105030000","10105030","Banda de Lucero","100231","Tinogasta","BANDA DE LUCERO","10","Catamarca"
"Localidad simple",-28.2432405441597,-67.144273179127,"10105","Tinogasta","INDEC","10105040000","10105040","Cerro Negro","100231","Tinogasta","CERRO NEGRO","10","Catamarca"
"Entidad",-28.1243914662106,-67.4981013989976,"10105","Tinogasta","INDEC","10105050001","10105050","Copacabana","100231","Tinogasta","COPACABANA","10","Catamarca"
"Entidad",-28.1243914662106,-67.4981013989976,"10105","Tinogasta","INDEC","10105050002","10105050","Copacabana","100231","Tinogasta","LA PUNTILLA","10","Catamarca"
"Localidad simple",-28.2979798704965,-67.1670904449903,"10105","Tinogasta","INDEC","10105060000","10105060","Cordobita","100231","Tinogasta","CORDOBITA","10","Catamarca"
"Localidad simple",-28.294959923009,-67.702902490024,"10105","Tinogasta","INDEC","10105070000","10105070","Costa de Reyes","100231","Tinogasta","COSTA DE REYES","10","Catamarca"
"Localidad simple",-28.2888183254668,-67.1234522983543,"10105","Tinogasta","INDEC","10105080000","10105080","El Pueblito","100231","Tinogasta","EL PUEBLITO","10","Catamarca"
"Localidad simple",-27.9267621470675,-67.6304002049274,"10105","Tinogasta","INDEC","10105090000","10105090","El Puesto","100231","Tinogasta","EL PUESTO","10","Catamarca"
"Localidad simple",-28.3120206339513,-67.250879321266,"10105","Tinogasta","INDEC","10105100000","10105100","El Salado","100231","Tinogasta","EL SALADO","10","Catamarca"
"Entidad",-27.69316213413,-67.608574901701,"10105","Tinogasta","INDEC","10105110001","10105110","Fiambalá","100224","Fiambalá","FIAMBALA","10","Catamarca"
"Entidad",-27.6442427673373,-67.6139458012753,"10105","Tinogasta","INDEC","10105110002","10105110","Fiambalá","100224","Fiambalá","LA RAMADITA","10","Catamarca"
"Entidad",-27.6354340349652,-67.6168389660358,"10105","Tinogasta","INDEC","10105110003","10105110","Fiambalá","100224","Fiambalá","PAMPA BLANCA","10","Catamarca"
"Localidad simple",-28.2769854029709,-67.1074444099184,"10105","Tinogasta","INDEC","10105120000","10105120","Los Balverdis","100231","Tinogasta","LOS BALVERDIS","10","Catamarca"
"Localidad simple",-27.5239130706008,-67.5891477326484,"10105","Tinogasta","INDEC","10105130000","10105130","Medanitos","100224","Fiambalá","MEDANITOS","10","Catamarca"
"Localidad simple",-27.3395852802531,-67.7592295432626,"10105","Tinogasta","INDEC","10105140000","10105140","Palo Blanco","100224","Fiambalá","PALO BLANCO","10","Catamarca"
"Localidad simple",-27.2106668219369,-67.7317928557182,"10105","Tinogasta","INDEC","10105150000","10105150","Punta del Agua","100224","Fiambalá","PUNTA DEL AGUA","10","Catamarca"
"Localidad simple",-27.5632127581426,-67.6355130611556,"10105","Tinogasta","INDEC","10105160000","10105160","Saujil","100224","Fiambalá","SAUJIL","10","Catamarca"
"Localidad simple",-27.3270122428844,-67.4747701838904,"10105","Tinogasta","INDEC","10105170000","10105170","Tatón","100224","Fiambalá","TATON","10","Catamarca"
"Localidad simple",-28.0637510698675,-67.5802695760226,"10105","Tinogasta","INDEC","10105180000","10105180","Tinogasta","100231","Tinogasta","TINOGASTA","10","Catamarca"
"Sitio edificado",-28.5606085321,-65.7803370848,"10112","Valle Viejo","GPS-EDUCACION","10112000001","","","100238","Valle Viejo","AGUA COLORADA","10","Catamarca"
"Sitio edificado",-28.5138481803,-65.7619933981,"10112","Valle Viejo","GPS-EDUCACION","10112000002","","","100238","Valle Viejo","ANTAPOCA","10","Catamarca"
"Sitio edificado",-28.7109400000039,-65.76571,"10112","Valle Viejo","GPS-EDUCACION","10112000007","","","100238","Valle Viejo","LAS ESQUINAS","10","Catamarca"
"Sitio edificado",-28.6640796661377,-65.7425918579102,"10112","Valle Viejo","IGN","10112000008","","","100238","Valle Viejo","LOS ARBOLITOS","10","Catamarca"
"Localidad simple",-28.4818680419511,-65.6351326652418,"10112","Valle Viejo","INDEC","10112010000","10112010","El Portezuelo","100238","Valle Viejo","EL PORTEZUELO","10","Catamarca"
"Localidad simple",-28.5334483576648,-65.6821279512165,"10112","Valle Viejo","INDEC","10112020000","10112020","Huaycama","100238","Valle Viejo","HUAYCAMA","10","Catamarca"
"Localidad simple",-28.6468889609952,-65.7889935499028,"10112","Valle Viejo","INDEC","10112030000","10112030","Las Tejas","100238","Valle Viejo","LAS TEJAS","10","Catamarca"
"Entidad",-28.4594352492075,-65.7113717209433,"10112","Valle Viejo","INDEC","10112040001","10112040","San Isidro","100238","Valle Viejo","EL BAÑADO","10","Catamarca"
"Entidad",-28.4333815878035,-65.7202973350365,"10112","Valle Viejo","INDEC","10112040002","10112040","San Isidro","100238","Valle Viejo","POLCOS","10","Catamarca"
"Entidad",-28.4689789857859,-65.7195047318519,"10112","Valle Viejo","INDEC","10112040003","10112040","San Isidro","100238","Valle Viejo","POZO DEL MISTOL","10","Catamarca"
"Entidad",-28.4583109666735,-65.726757673457,"10112","Valle Viejo","INDEC","10112040004","10112040","San Isidro","100238","Valle Viejo","SAN ISIDRO","10","Catamarca"
"Entidad",-28.447802287271,-65.7055328995515,"10112","Valle Viejo","INDEC","10112040005","10112040","San Isidro","100238","Valle Viejo","SANTA ROSA","10","Catamarca"
"Entidad",-28.4746455518307,-65.7433480027028,"10112","Valle Viejo","INDEC","10112040006","10112040","San Isidro","100238","Valle Viejo","SUMALAO","10","Catamarca"
"Entidad",-28.4434739220039,-65.7215360640125,"10112","Valle Viejo","INDEC","10112040007","10112040","San Isidro","100238","Valle Viejo","VILLA DOLORES","10","Catamarca"
"Localidad simple",-28.4928946549812,-65.6744465587279,"10112","Valle Viejo","INDEC","10112050000","10112050","Santa Cruz","100238","Valle Viejo","SANTA CRUZ","10","Catamarca"
"Sitio edificado",-32.0928621434466,-64.5638784519696,"14007","Calamuchita","GPS-EDUCACION","14007000004","","","140035","Santa Rosa de Calamuchita","ARROYO SECO","14","Córdoba"
"Sitio edificado",-31.9910669597,-64.6919479841,"14007","Calamuchita","GPS-EDUCACION","14007000006","","","","","ATOS PAMPA","14","Córdoba"
"Sitio edificado",-32.2004475311,-64.8213410849,"14007","Calamuchita","GPS-EDUCACION","14007000011","","","140070","Villa Yacanto","CAPILLA DEL CARMEN","14","Córdoba"
"Sitio edificado",-32.3162727355957,-64.7029190063477,"14007","Calamuchita","IGN","14007000012","","","142056","Lutti","CARAHUASI","14","Córdoba"
"Sitio edificado",-31.9923407503,-64.906155239,"14007","Calamuchita","GPS-EDUCACION","14007000014","","","","","CERRO CHAMPAQUI","14","Córdoba"
"Sitio edificado",-32.4185961269,-64.6871708149,"14007","Calamuchita","GPS-EDUCACION","14007000015","","","142021","Cañada del Sauce","CERRO COLORADO","14","Córdoba"
"Sitio edificado",-32.2183924,-64.6415206,"14007","Calamuchita","GPS-EDUCACION","14007000016","","","142007","Amboy","CERRO PELADO","14","Córdoba"
"Sitio edificado",-32.4182700254,-64.6302267807,"14007","Calamuchita","GPS-EDUCACION","14007000017","","","140028","Río de los Sauces","CERRO SAN LORENZO","14","Córdoba"
"Sitio edificado",-32.6095861087339,-64.594966296912,"14007","Calamuchita","IGN","14007000022","","","","","EL CANO","14","Córdoba"
"Sitio edificado",-32.3079691,-64.6693938,"14007","Calamuchita","GPS-EDUCACION","14007000024","","","142056","Lutti","EL ESPINILLO","14","Córdoba"
"Sitio edificado",-32.2474181,-64.3772314,"14007","Calamuchita","GPS-EDUCACION","14007000027","","","140007","Embalse","EL QUEBRACHO","14","Córdoba"
"Sitio edificado",-31.9525401,-64.5314623,"14007","Calamuchita","GPS-EDUCACION","14007000030","","","140049","Villa General Belgrano","FALDA DE LOS REARTES","14","Córdoba"
"Sitio edificado",-32.5096493254,-64.7344240913,"14007","Calamuchita","GPS-EDUCACION","14007000031","","","140028","Río de los Sauces","HUERTA VIEJA","14","Córdoba"
"Sitio edificado",-32.2006988525391,-64.29833984375,"14007","Calamuchita","IGN","14007000033","","","","","LA CASCADA","14","Córdoba"
"Sitio edificado",-32.3595285,-64.4328036,"14007","Calamuchita","GPS-EDUCACION","14007000035","","","","","LA DORMIDA","14","Córdoba"
"Sitio edificado",-32.6071287264,-64.7290934488,"14007","Calamuchita","GPS-EDUCACION","14007000037","","","","","LAS LAGUNITAS","14","Córdoba"
